TypeAnomaly,Severity,City,DetectionDateTime
Excessive Precipitation,High,Arco,2020-07-09T03:24:25
Prolonged Low Precipitation,Low,Tenno,2020-07-09T06:12:05
Solid Precipitation,High,Arco,2020-07-10T14:06:46
Solid Precipitation,Critical,Mezzana,2020-07-10T19:01:07
Reduced Visibility,Medium,Telve,2020-07-11T09:24:53
Reduced Visibility,Low,Rovereto,2020-07-11T15:50:04
Prolonged Low Precipitation,Low,Rovereto,2020-07-11T15:15:55
Excessive Precipitation,High,Cavalese,2020-07-12T09:26:16
Excessive Wind,Medium,Rovereto,2020-07-13T17:18:59
Excessive Precipitation,Medium,Tenno,2020-07-13T04:40:38
Too Cold Temperature,High,Telve,2020-07-13T04:09:10
Solid Precipitation,High,Mezzana,2020-07-15T06:51:31
Excessive Precipitation,High,Tenno,2020-07-15T07:39:10
Excessive Precipitation,High,Rovereto,2020-07-16T19:49:41
Too Hot Temperature,Low,Povo,2020-07-16T07:22:32
Excessive Precipitation,Critical,Tenno,2020-07-17T21:32:30
Solid Precipitation,Low,Lavarone,2020-07-17T22:16:52
Excessive Wind,Medium,Tenno,2020-07-17T15:25:46
Excessive Wind,Critical,Telve,2020-07-19T07:14:54
Reduced Visibility,Critical,Telve,2020-07-19T21:49:43
Excessive Wind,Medium,Povo,2020-07-20T04:33:34
Too Cold Temperature,Critical,Lavarone,2020-07-20T07:15:52
Excessive Precipitation,Low,Lavarone,2020-07-21T20:19:12
Excessive Precipitation,Low,Cavalese,2020-07-22T20:06:32
Too Hot Temperature,Medium,Trento,2020-07-22T14:56:14
Solid Precipitation,High,Rovereto,2020-07-22T10:41:44
Excessive Precipitation,Low,Predazzo,2020-07-23T04:45:58
Too Cold Temperature,Critical,Arco,2020-07-25T09:24:44
Excessive Wind,Medium,Tenno,2020-07-25T20:46:42
Excessive Precipitation,Medium,Mezzana,2020-07-25T13:36:12
Reduced Visibility,Critical,Rovereto,2020-07-26T03:19:50
Reduced Visibility,Low,Cavalese,2020-07-26T01:54:33
Excessive Precipitation,High,Lavarone,2020-07-26T22:15:44
Excessive Wind,High,Telve,2020-07-27T06:08:40
Excessive Precipitation,Low,Lavarone,2020-07-28T14:44:19
Excessive Wind,Medium,Tenno,2020-07-29T02:35:21
Reduced Visibility,Low,Tenno,2020-07-29T13:36:40
Prolonged Low Precipitation,Critical,Rovereto,2020-07-29T05:59:01
Too Cold Temperature,Low,Povo,2020-07-30T10:01:03
Too Hot Temperature,Medium,Trento,2020-07-30T14:18:06
Solid Precipitation,Medium,Mezzana,2020-07-30T09:40:30
Excessive Precipitation,Medium,Povo,2020-08-01T17:41:24
Excessive Precipitation,High,Trento,2020-08-02T20:47:55
Solid Precipitation,High,Mezzana,2020-08-03T01:34:19
Reduced Visibility,Low,Tenno,2020-08-03T22:42:10
Too Hot Temperature,Medium,Tenno,2020-08-04T01:21:36
Solid Precipitation,Critical,Arco,2020-08-04T13:53:53
Reduced Visibility,Medium,Povo,2020-08-05T07:54:13
Solid Precipitation,Medium,Rovereto,2020-08-05T18:12:57
Too Cold Temperature,Medium,Povo,2020-08-05T02:05:49
Prolonged Low Precipitation,High,Arco,2020-08-06T16:06:58
Too Hot Temperature,High,Arco,2020-08-06T23:02:52
Excessive Precipitation,Medium,Telve,2020-08-06T00:51:07
Excessive Precipitation,High,Trento,2020-08-08T21:35:42
Prolonged Low Precipitation,Low,Trento,2020-08-09T08:52:30
Too Hot Temperature,Medium,Mezzana,2020-08-10T16:19:49
Too Cold Temperature,Low,Trento,2020-08-11T21:09:11
Reduced Visibility,Critical,Cavalese,2020-08-11T21:04:48
Excessive Precipitation,Critical,Predazzo,2020-08-11T17:18:31
Excessive Wind,Low,Tenno,2020-08-12T15:25:20
Too Hot Temperature,High,Telve,2020-08-14T02:11:21
Too Cold Temperature,High,Mezzana,2020-08-17T18:21:21
Solid Precipitation,Medium,Trento,2020-08-17T04:03:48
Prolonged Low Precipitation,Medium,Arco,2020-08-18T19:19:41
Excessive Wind,High,Arco,2020-08-18T09:54:24
Too Hot Temperature,High,Rovereto,2020-08-19T05:06:15
Reduced Visibility,Critical,Cavalese,2020-08-19T22:53:36
Too Hot Temperature,Low,Rovereto,2020-08-19T01:50:08
Excessive Precipitation,Medium,Arco,2020-08-20T03:23:20
Solid Precipitation,High,Povo,2020-08-21T10:52:27
Excessive Precipitation,High,Lavarone,2020-08-21T10:31:19
Too Hot Temperature,Medium,Arco,2020-08-21T08:59:59
Prolonged Low Precipitation,Critical,Tenno,2020-08-22T07:00:36
Excessive Wind,Low,Trento,2020-08-23T09:13:23
Excessive Precipitation,Low,Povo,2020-08-23T18:09:31
Prolonged Low Precipitation,Critical,Rovereto,2020-08-23T05:55:58
Solid Precipitation,High,Mezzana,2020-08-24T02:05:32
Solid Precipitation,Critical,Telve,2020-08-24T11:20:16
Too Hot Temperature,Low,Telve,2020-08-26T00:44:50
Excessive Precipitation,Low,Telve,2020-08-27T00:19:57
Solid Precipitation,Medium,Telve,2020-08-28T00:06:20
Too Hot Temperature,Critical,Trento,2020-08-28T06:33:56
Excessive Precipitation,Critical,Mezzana,2020-08-29T07:49:58
Prolonged Low Precipitation,High,Telve,2020-08-30T12:58:26
Reduced Visibility,Medium,Predazzo,2020-08-30T11:46:11
Reduced Visibility,Low,Povo,2020-08-30T20:39:36
Solid Precipitation,Medium,Cavalese,2020-08-31T12:54:18
Excessive Wind,High,Telve,2020-08-31T20:43:03
Excessive Precipitation,Low,Mezzana,2020-09-01T02:02:47
Solid Precipitation,High,Trento,2020-09-03T07:17:05
Solid Precipitation,Critical,Mezzana,2020-09-03T17:40:17
Reduced Visibility,Medium,Tenno,2020-09-04T09:23:27
Excessive Wind,Critical,Tenno,2020-09-04T15:33:54
Solid Precipitation,Medium,Cavalese,2020-09-05T07:42:17
Excessive Wind,High,Trento,2020-09-06T05:50:34
Too Hot Temperature,Low,Tenno,2020-09-06T10:48:43
Excessive Precipitation,Low,Trento,2020-09-06T20:59:52
Reduced Visibility,High,Povo,2020-09-07T04:38:00
Too Hot Temperature,High,Mezzana,2020-09-07T14:39:59
Too Cold Temperature,Critical,Arco,2020-09-07T12:00:57
Too Hot Temperature,High,Trento,2020-09-08T22:15:33
Prolonged Low Precipitation,Low,Trento,2020-09-08T21:40:50
Reduced Visibility,High,Predazzo,2020-09-10T11:08:36
Excessive Wind,Medium,Lavarone,2020-09-10T16:44:15
Too Cold Temperature,High,Predazzo,2020-09-11T07:29:05
Excessive Wind,Medium,Lavarone,2020-09-11T17:36:09
Too Cold Temperature,High,Mezzana,2020-09-14T15:11:07
Excessive Precipitation,Medium,Mezzana,2020-09-14T17:56:31
Excessive Wind,High,Lavarone,2020-09-15T22:15:15
Prolonged Low Precipitation,Low,Rovereto,2020-09-15T02:05:18
Prolonged Low Precipitation,Critical,Mezzana,2020-09-15T05:31:53
Too Cold Temperature,Medium,Rovereto,2020-09-16T18:41:00
Solid Precipitation,High,Lavarone,2020-09-17T23:12:47
Excessive Wind,Medium,Lavarone,2020-09-18T07:19:26
Excessive Wind,Medium,Mezzana,2020-09-20T12:50:53
Excessive Precipitation,Critical,Trento,2020-09-20T09:33:01
Excessive Precipitation,Low,Trento,2020-09-21T21:32:00
Excessive Precipitation,High,Lavarone,2020-09-22T14:20:10
Too Cold Temperature,Low,Telve,2020-09-22T16:04:35
Solid Precipitation,High,Rovereto,2020-09-23T12:26:21
Solid Precipitation,High,Rovereto,2020-09-23T14:11:02
Excessive Precipitation,Low,Mezzana,2020-09-23T21:46:49
Too Cold Temperature,Medium,Telve,2020-09-24T11:51:58
Too Cold Temperature,Medium,Cavalese,2020-09-25T13:32:41
Solid Precipitation,Medium,Rovereto,2020-09-26T18:05:54
Reduced Visibility,High,Arco,2020-09-26T15:35:49
Prolonged Low Precipitation,Medium,Povo,2020-09-28T14:07:14
Too Cold Temperature,High,Tenno,2020-09-28T19:06:51
Excessive Wind,Medium,Rovereto,2020-09-29T21:14:40
Reduced Visibility,Low,Tenno,2020-09-29T07:13:23
Solid Precipitation,High,Tenno,2020-09-29T22:58:54
Reduced Visibility,Low,Arco,2020-09-30T15:52:51
Solid Precipitation,Low,Predazzo,2020-10-02T00:17:30
Solid Precipitation,High,Arco,2020-10-02T04:42:11
Excessive Precipitation,High,Povo,2020-10-02T15:33:49
Prolonged Low Precipitation,High,Tenno,2020-10-05T15:48:05
Too Cold Temperature,Low,Rovereto,2020-10-05T03:55:20
Excessive Wind,High,Cavalese,2020-10-06T08:37:17
Too Hot Temperature,Low,Lavarone,2020-10-06T16:26:43
Too Cold Temperature,Critical,Povo,2020-10-06T20:38:59
Reduced Visibility,Critical,Trento,2020-10-09T00:05:14
Solid Precipitation,Low,Arco,2020-10-09T13:26:12
Excessive Wind,Critical,Trento,2020-10-09T16:37:56
Reduced Visibility,Critical,Tenno,2020-10-11T03:04:11
Too Cold Temperature,Low,Telve,2020-10-12T03:18:44
Excessive Wind,Critical,Cavalese,2020-10-14T14:54:34
Too Cold Temperature,Critical,Arco,2020-10-14T15:52:36
Excessive Precipitation,Medium,Predazzo,2020-10-15T18:38:14
Solid Precipitation,Medium,Povo,2020-10-15T05:40:17
Prolonged Low Precipitation,Low,Mezzana,2020-10-15T12:09:10
Too Hot Temperature,Medium,Cavalese,2020-10-16T19:51:25
Excessive Wind,Medium,Tenno,2020-10-16T20:58:51
Prolonged Low Precipitation,High,Tenno,2020-10-16T07:43:20
Excessive Wind,High,Tenno,2020-10-17T07:33:09
Too Cold Temperature,Low,Rovereto,2020-10-17T21:26:32
Too Cold Temperature,Low,Predazzo,2020-10-18T16:39:43
Solid Precipitation,Low,Rovereto,2020-10-19T06:32:12
Too Cold Temperature,High,Cavalese,2020-10-20T04:54:46
Too Hot Temperature,High,Trento,2020-10-20T17:18:42
Excessive Wind,Low,Mezzana,2020-10-21T16:49:01
Prolonged Low Precipitation,Medium,Predazzo,2020-10-21T15:06:33
Prolonged Low Precipitation,Low,Povo,2020-10-21T15:22:58
Reduced Visibility,Low,Rovereto,2020-10-22T13:57:22
Reduced Visibility,High,Trento,2020-10-23T08:44:16
Solid Precipitation,Medium,Tenno,2020-10-23T16:38:53
Solid Precipitation,Critical,Lavarone,2020-10-23T22:58:21
Prolonged Low Precipitation,Medium,Povo,2020-10-26T01:08:30
Too Hot Temperature,Low,Arco,2020-10-26T09:43:18
Excessive Wind,Low,Mezzana,2020-10-26T19:37:49
Reduced Visibility,Critical,Rovereto,2020-10-27T10:42:40
Excessive Wind,Critical,Tenno,2020-10-27T05:31:25
Excessive Wind,Low,Arco,2020-10-27T18:23:38
Reduced Visibility,Medium,Arco,2020-10-28T01:23:33
Excessive Precipitation,Low,Arco,2020-10-28T23:59:09
Excessive Wind,Critical,Arco,2020-10-28T01:57:54
Too Cold Temperature,Critical,Mezzana,2020-10-29T14:10:00
Excessive Wind,High,Arco,2020-10-31T15:32:59
Prolonged Low Precipitation,Critical,Tenno,2020-10-31T17:30:33
Prolonged Low Precipitation,High,Telve,2020-11-01T19:05:36
Prolonged Low Precipitation,Critical,Mezzana,2020-11-01T01:49:14
Solid Precipitation,Critical,Povo,2020-11-02T05:22:18
Excessive Wind,Medium,Tenno,2020-11-02T15:08:17
Excessive Precipitation,Low,Trento,2020-11-03T17:19:57
Excessive Precipitation,High,Povo,2020-11-03T19:30:55
Too Hot Temperature,High,Cavalese,2020-11-03T01:38:08
Excessive Wind,Medium,Tenno,2020-11-04T04:12:51
Solid Precipitation,Critical,Tenno,2020-11-04T06:45:43
Excessive Wind,Medium,Arco,2020-11-06T17:50:41
Too Hot Temperature,Critical,Trento,2020-11-07T02:41:28
Excessive Precipitation,Critical,Lavarone,2020-11-07T08:55:33
Reduced Visibility,Critical,Predazzo,2020-11-08T13:40:16
Prolonged Low Precipitation,High,Rovereto,2020-11-08T17:57:00
Excessive Precipitation,Low,Mezzana,2020-11-09T05:04:11
Solid Precipitation,High,Predazzo,2020-11-09T13:02:15
Excessive Wind,Low,Povo,2020-11-11T05:17:26
Reduced Visibility,High,Arco,2020-11-11T03:53:22
Reduced Visibility,Low,Cavalese,2020-11-13T20:54:40
Prolonged Low Precipitation,Critical,Telve,2020-11-13T16:14:35
Too Cold Temperature,Low,Arco,2020-11-14T07:54:19
Excessive Precipitation,Low,Predazzo,2020-11-15T04:13:24
Prolonged Low Precipitation,Low,Lavarone,2020-11-15T05:17:00
Too Cold Temperature,Low,Tenno,2020-11-15T05:32:59
Prolonged Low Precipitation,High,Rovereto,2020-11-16T21:05:31
Excessive Precipitation,High,Telve,2020-11-16T03:08:01
Prolonged Low Precipitation,High,Povo,2020-11-16T10:42:17
Solid Precipitation,High,Povo,2020-11-17T04:36:35
Reduced Visibility,Medium,Lavarone,2020-11-17T15:23:00
Excessive Wind,Medium,Telve,2020-11-20T04:21:04
Prolonged Low Precipitation,Critical,Arco,2020-11-20T04:04:18
Too Cold Temperature,High,Arco,2020-11-20T05:07:19
Too Hot Temperature,Low,Trento,2020-11-21T23:54:22
Too Hot Temperature,High,Tenno,2020-11-21T15:00:28
Excessive Wind,Critical,Cavalese,2020-11-22T15:44:57
Too Hot Temperature,Medium,Telve,2020-11-23T05:49:20
Excessive Precipitation,High,Predazzo,2020-11-23T21:30:00
Too Hot Temperature,Medium,Arco,2020-11-24T07:20:25
Excessive Wind,High,Cavalese,2020-11-26T14:44:50
Prolonged Low Precipitation,Medium,Rovereto,2020-11-27T23:08:30
Too Cold Temperature,Medium,Arco,2020-11-27T08:07:27
Excessive Wind,High,Povo,2020-11-28T12:48:43
Reduced Visibility,Low,Trento,2020-11-28T16:01:28
Prolonged Low Precipitation,High,Tenno,2020-11-29T13:00:14
Too Cold Temperature,High,Rovereto,2020-11-29T17:04:40
Too Hot Temperature,Medium,Predazzo,2020-11-29T16:21:11
Too Cold Temperature,Low,Tenno,2020-11-30T15:27:27
Too Cold Temperature,High,Arco,2020-11-30T01:32:30
Reduced Visibility,Medium,Rovereto,2020-11-30T19:31:42
Prolonged Low Precipitation,High,Telve,2020-12-01T21:02:02
Too Hot Temperature,Medium,Lavarone,2020-12-01T07:49:04
Excessive Wind,High,Predazzo,2020-12-02T23:44:11
Excessive Precipitation,Critical,Trento,2020-12-02T08:49:04
Excessive Wind,High,Tenno,2020-12-03T05:14:21
Excessive Precipitation,High,Povo,2020-12-04T13:20:24
Too Cold Temperature,Low,Cavalese,2020-12-05T19:06:27
Too Cold Temperature,Low,Tenno,2020-12-06T05:58:44
Prolonged Low Precipitation,Critical,Predazzo,2020-12-06T22:48:54
Too Cold Temperature,High,Povo,2020-12-07T06:40:37
Prolonged Low Precipitation,Low,Telve,2020-12-07T06:16:11
Reduced Visibility,High,Povo,2020-12-08T23:37:54
Too Cold Temperature,Critical,Rovereto,2020-12-08T16:30:58
Prolonged Low Precipitation,High,Mezzana,2020-12-09T05:14:05
Excessive Precipitation,High,Arco,2020-12-09T21:13:29
Prolonged Low Precipitation,Medium,Predazzo,2020-12-09T22:51:20
Solid Precipitation,High,Trento,2020-12-10T16:40:32
Too Cold Temperature,Critical,Telve,2020-12-10T16:39:20
Solid Precipitation,Critical,Mezzana,2020-12-10T05:37:58
Prolonged Low Precipitation,Medium,Trento,2020-12-11T06:11:47
Too Hot Temperature,High,Lavarone,2020-12-12T08:56:40
Reduced Visibility,High,Trento,2020-12-12T09:25:35
Excessive Precipitation,Low,Tenno,2020-12-13T09:51:49
Too Hot Temperature,Critical,Trento,2020-12-14T22:34:26
Prolonged Low Precipitation,Critical,Povo,2020-12-16T14:59:54
Prolonged Low Precipitation,Low,Trento,2020-12-17T02:38:06
Too Hot Temperature,Critical,Rovereto,2020-12-18T02:57:03
Solid Precipitation,Critical,Mezzana,2020-12-20T22:39:35
Too Cold Temperature,Low,Lavarone,2020-12-20T03:29:31
Prolonged Low Precipitation,High,Predazzo,2020-12-22T22:47:17
Prolonged Low Precipitation,High,Predazzo,2020-12-22T00:13:53
Reduced Visibility,Low,Mezzana,2020-12-24T10:23:33
Too Hot Temperature,Low,Cavalese,2020-12-24T06:07:02
Reduced Visibility,Low,Tenno,2020-12-25T14:57:53
Too Hot Temperature,Critical,Mezzana,2020-12-27T19:47:04
Too Hot Temperature,Low,Rovereto,2020-12-27T05:55:19
Reduced Visibility,Low,Predazzo,2020-12-27T00:14:05
Excessive Wind,Low,Mezzana,2020-12-29T19:25:35
Reduced Visibility,Critical,Arco,2020-12-29T01:11:47
Solid Precipitation,Low,Cavalese,2020-12-29T16:58:31
Too Cold Temperature,Low,Povo,2020-12-31T23:21:22
Excessive Precipitation,Low,Arco,2020-12-31T03:01:06
Excessive Precipitation,High,Predazzo,2020-12-31T15:07:11
Reduced Visibility,High,Mezzana,2021-01-02T22:11:28
Prolonged Low Precipitation,Low,Trento,2021-01-03T13:27:06
Too Hot Temperature,High,Telve,2021-01-03T11:15:28
Too Hot Temperature,Medium,Trento,2021-01-04T21:33:45
Solid Precipitation,Low,Povo,2021-01-05T05:34:57
Excessive Wind,Low,Rovereto,2021-01-05T22:33:31
Solid Precipitation,Critical,Telve,2021-01-07T02:24:46
Solid Precipitation,Medium,Predazzo,2021-01-07T04:20:57
Prolonged Low Precipitation,Low,Telve,2021-01-07T19:06:20
Excessive Wind,High,Telve,2021-01-08T20:07:48
Solid Precipitation,Medium,Lavarone,2021-01-09T08:10:29
Reduced Visibility,High,Rovereto,2021-01-11T10:48:13
Solid Precipitation,High,Telve,2021-01-11T22:20:52
Too Cold Temperature,Medium,Povo,2021-01-11T02:54:17
Too Cold Temperature,High,Telve,2021-01-12T08:08:16
Prolonged Low Precipitation,High,Predazzo,2021-01-12T11:06:24
Solid Precipitation,Low,Predazzo,2021-01-14T15:02:29
Solid Precipitation,High,Mezzana,2021-01-15T17:23:36
Reduced Visibility,Critical,Telve,2021-01-15T07:02:48
Prolonged Low Precipitation,Medium,Trento,2021-01-19T15:18:15
Too Cold Temperature,Low,Tenno,2021-01-19T01:40:56
Too Cold Temperature,Medium,Tenno,2021-01-19T23:52:28
Solid Precipitation,Medium,Lavarone,2021-01-20T22:08:40
Excessive Wind,Low,Povo,2021-01-21T20:46:08
Prolonged Low Precipitation,Medium,Rovereto,2021-01-21T01:32:24
Reduced Visibility,High,Rovereto,2021-01-21T18:17:55
Excessive Wind,Medium,Tenno,2021-01-23T21:46:01
Too Hot Temperature,Critical,Arco,2021-01-23T10:13:20
Too Cold Temperature,Medium,Cavalese,2021-01-23T19:00:37
Too Hot Temperature,Critical,Mezzana,2021-01-25T13:03:08
Solid Precipitation,High,Povo,2021-01-25T05:16:20
Excessive Precipitation,Critical,Arco,2021-01-25T11:45:46
Too Hot Temperature,Low,Lavarone,2021-01-26T16:39:41
Excessive Precipitation,Low,Arco,2021-01-27T10:00:22
Solid Precipitation,Low,Telve,2021-01-28T11:03:00
Prolonged Low Precipitation,High,Telve,2021-01-28T04:37:04
Solid Precipitation,High,Predazzo,2021-01-29T12:02:56
Prolonged Low Precipitation,Medium,Telve,2021-01-29T18:14:05
Prolonged Low Precipitation,Critical,Mezzana,2021-01-30T01:54:28
Excessive Precipitation,Critical,Trento,2021-01-30T03:55:28
Prolonged Low Precipitation,High,Lavarone,2021-01-31T21:31:21
Excessive Precipitation,High,Tenno,2021-01-31T06:40:48
Prolonged Low Precipitation,Low,Trento,2021-02-01T14:18:59
Solid Precipitation,High,Tenno,2021-02-01T00:50:18
Excessive Wind,Medium,Mezzana,2021-02-03T03:34:36
Prolonged Low Precipitation,High,Telve,2021-02-03T02:03:57
Too Cold Temperature,Critical,Predazzo,2021-02-03T13:14:50
Excessive Precipitation,High,Predazzo,2021-02-04T21:26:31
Solid Precipitation,Critical,Cavalese,2021-02-04T01:14:10
Excessive Precipitation,Low,Telve,2021-02-04T15:33:50
Solid Precipitation,Medium,Predazzo,2021-02-05T04:10:33
Excessive Precipitation,Medium,Trento,2021-02-05T03:19:03
Too Cold Temperature,Medium,Predazzo,2021-02-05T22:25:33
Too Cold Temperature,Medium,Telve,2021-02-06T21:19:18
Excessive Precipitation,Medium,Rovereto,2021-02-06T00:56:24
Excessive Wind,Medium,Povo,2021-02-07T16:22:31
Too Cold Temperature,High,Mezzana,2021-02-07T21:00:14
Excessive Wind,Low,Mezzana,2021-02-09T03:38:41
Solid Precipitation,Low,Predazzo,2021-02-09T00:40:00
Excessive Precipitation,High,Arco,2021-02-09T01:56:47
Too Hot Temperature,Critical,Tenno,2021-02-10T20:11:23
Excessive Wind,Critical,Povo,2021-02-10T06:12:48
Excessive Precipitation,High,Povo,2021-02-10T04:06:09
Reduced Visibility,Medium,Telve,2021-02-11T22:25:00
Too Cold Temperature,High,Rovereto,2021-02-11T17:02:35
Excessive Precipitation,Medium,Telve,2021-02-12T06:40:03
Too Hot Temperature,Critical,Trento,2021-02-12T00:23:49
Excessive Wind,High,Tenno,2021-02-12T20:27:53
Too Cold Temperature,Low,Povo,2021-02-13T01:50:28
Excessive Wind,High,Trento,2021-02-14T10:32:30
Reduced Visibility,Medium,Tenno,2021-02-14T13:12:44
Too Cold Temperature,Medium,Cavalese,2021-02-15T13:47:36
Reduced Visibility,Medium,Mezzana,2021-02-15T03:05:11
Too Hot Temperature,Medium,Arco,2021-02-15T17:58:47
Reduced Visibility,High,Predazzo,2021-02-16T14:35:08
Reduced Visibility,Medium,Telve,2021-02-16T10:17:00
Reduced Visibility,Low,Rovereto,2021-02-19T07:20:58
Prolonged Low Precipitation,High,Arco,2021-02-19T10:30:06
Prolonged Low Precipitation,Low,Tenno,2021-02-20T02:58:48
Prolonged Low Precipitation,Medium,Cavalese,2021-02-20T13:37:44
Reduced Visibility,High,Cavalese,2021-02-21T02:39:25
Excessive Precipitation,Low,Arco,2021-02-21T06:09:55
Reduced Visibility,Medium,Predazzo,2021-02-21T11:03:35
Solid Precipitation,Critical,Telve,2021-02-23T04:50:27
Solid Precipitation,Medium,Arco,2021-02-23T08:04:03
Solid Precipitation,Low,Lavarone,2021-02-24T02:45:15
Prolonged Low Precipitation,Critical,Trento,2021-02-25T06:01:28
Reduced Visibility,Low,Cavalese,2021-02-25T19:55:47
Solid Precipitation,High,Arco,2021-02-25T05:12:49
Too Hot Temperature,Low,Mezzana,2021-02-27T01:14:27
Prolonged Low Precipitation,Medium,Tenno,2021-02-28T10:08:40
Too Hot Temperature,Low,Predazzo,2021-02-28T14:02:55
Reduced Visibility,Critical,Arco,2021-02-28T20:11:24
Prolonged Low Precipitation,High,Rovereto,2021-03-01T15:46:24
Too Hot Temperature,High,Mezzana,2021-03-01T08:19:27
Excessive Wind,High,Povo,2021-03-02T09:53:55
Too Hot Temperature,Medium,Trento,2021-03-02T13:04:50
Solid Precipitation,Medium,Cavalese,2021-03-02T03:40:46
Excessive Precipitation,Medium,Telve,2021-03-03T08:51:26
Excessive Wind,High,Cavalese,2021-03-04T22:22:17
Too Hot Temperature,High,Trento,2021-03-05T19:08:44
Too Hot Temperature,Critical,Rovereto,2021-03-06T08:50:03
Reduced Visibility,High,Arco,2021-03-07T23:10:09
Solid Precipitation,Medium,Arco,2021-03-07T06:40:08
Excessive Wind,Low,Mezzana,2021-03-07T06:51:20
Excessive Precipitation,High,Lavarone,2021-03-08T16:11:51
Too Cold Temperature,High,Cavalese,2021-03-10T13:01:53
Solid Precipitation,High,Cavalese,2021-03-10T00:07:56
Excessive Wind,Low,Rovereto,2021-03-11T22:19:26
Solid Precipitation,Low,Predazzo,2021-03-11T11:38:31
Reduced Visibility,Critical,Cavalese,2021-03-12T08:04:13
